TIME,2019Q2,2019Q1,2018Q4,2018Q3,2018Q2,2018Q1,2017Q4,2017Q3,2017Q2,2017Q1,2016Q4,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1,2011Q4,2011Q3,2011Q2,2011Q1,2010Q4,2010Q3,2010Q2,2010Q1,2009Q4,2009Q3,2009Q2,2009Q1,2008Q4,2008Q3,2008Q2,2008Q1,2007Q4,2007Q3,2007Q2,2007Q1,2006Q4,2006Q3,2006Q2,2006Q1,2005Q4,2005Q3,2005Q2,2005Q1
DK,119.15 p,116.14,113.62,116.17,115.72,114.09,109.95,112.07,110.60,107.65,105.32,107.05,105.61,103.01,101.06,101.05,100.60,97.29,93.77,94.31,94.78,91.29,90.04,91.34,91.20,88.17,87.18,87.65,87.44,86.15,86.18,89.36,92.59,90.59,91.55,92.55,91.78,89.84,89.22,89.55,88.71,87.78,93.80,101.94,104.77,104.04,105.18,107.41,107.35,106.14,105.77,106.87,104.85,98.85,92.27,86.58,80.41,76.44
