time,2019Q2,2019Q1,2018Q4,2018Q3,2018Q2,2018Q1,2017Q4,2017Q3,2017Q2,2017Q1,2016Q4,2016Q3,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1,2011Q4,2011Q3,2011Q2,2011Q1,2010Q4,2010Q3,2010Q2,2010Q1,2009Q4,2009Q3,2009Q2,2009Q1,2008Q4,2008Q3,2008Q2,2008Q1,2007Q4,2007Q3,2007Q2,2007Q1,2006Q4,2006Q3,2006Q2,2006Q1,2005Q4,2005Q3,2005Q2,2005Q1
DK,105.21 p,105.70,104.90,105.08,105.61,104.33,103.20,103.20,102.39,102.59,102.47,101.62,101.60,100.73,100.57,100.56,100.43,98.45,98.52,97.78,97.59,96.61,96.13,95.98,95.89,94.46,94.09,93.47,92.91,92.07,91.21,92.03,91.68,89.57,88.90,87.17,86.06,85.98,85.71,85.65,85.74,84.82,86.38,88.09,88.04,87.97,87.94,88.14,87.07,84.65,83.27,82.49,81.81,79.31,75.97,74.53,72.94,71.61
